340.76    869.316284179688
348.23    1366.54431152344
355.69    1344.97399902344
363.14    1323.40368652344
370.58    1336.52722167969
378.01    1253.91497802734
385.42    1171.302734375
392.82    1113.85321044922
400.21    1056.40368652344
407.58    1410.41833496094
414.94    1399.74755859375
422.29    1354.94616699219
429.63    1310.14477539063
436.95    1777.86657714844
444.26    1694.31494140625
451.56    1610.76330566406
458.84    1717.08953857422
466.11    1823.41577148438
473.37    2362.20532226563
480.61    2642.75842285156
487.84    2923.3115234375
495.06    3187.19506835938
502.26    3495.2861328125
509.45    3803.37719726563
516.62    4443.33288574219
523.78    5083.28857421875
530.92    5293.18505859375
538.05    5503.08154296875
545.17    9024.052734375
552.27    13110.3212890625
559.35    16503.1196289063
566.43    18945.7287597656
573.48    20434.0235595703
580.52    21547.1133422852
587.55    22169.9922180176
594.56    22792.87109375
601.55    23911.9912109375
608.53    25031.111328125
615.49    26197.365234375
622.44    26383.59765625
